モニターID,ダイアリーID,交通手段,リンクID,リンク出発時刻,所要時間(s),速度(km/h),リンクコスト,リンク長(m)
6314,14763,100,1456,2019-12-12 11:42:22.0,0.0,2.147483647E8,1,15.399
6314,14763,100,258,2019-12-12 11:42:22.0,0.0,2.147483647E8,1,10.065
6314,14766,100,1438,2019-12-12 11:44:20.0,11.0,10.0,3,30.636
6314,14776,100,1271,2019-12-12 11:48:32.0,1.0,26.3,1,7.331
6314,14782,100,257,2019-12-12 12:01:12.0,4.0,13.8,0,15.399
6314,14823,100,1457,2019-12-12 17:48:13.0,0.0,2.147483647E8,0,10.065
6315,14855,100,137,2019-12-09 19:38:43.0,0.0,2.147483647E8,0,8.663
6315,14883,100,1336,2019-12-10 07:36:42.0,2.0,15.5,0,8.663
6315,14884,100,221,2019-12-10 07:39:31.0,0.0,2.147483647E8,2,8.374
6315,14891,100,15,2019-12-10 07:48:01.0,0.0,2.147483647E8,2,30.671
6315,14893,100,137,2019-12-10 19:29:10.0,6.0,5.1,0,8.663
6315,14910,100,1336,2019-12-11 07:45:57.0,0.0,2.147483647E8,0,8.663
6315,14912,100,1215,2019-12-11 07:50:30.0,5.0,82.4,22,114.562
6322,16020,100,171,2019-12-11 08:49:11.0,46.0,2.6,0,33.441
6322,16020,100,1285,2019-12-11 08:49:57.0,5.0,6.6,0,9.222
6322,16021,100,978,2019-12-11 08:51:33.0,12.0,2.1,0,7.322
6322,16021,100,2175,2019-12-11 08:51:45.0,17.0,7.4,1,35.218
6322,16025,100,988,2019-12-11 11:21:12.0,0.0,2.147483647E8,0,3.074
6322,16028,100,162,2019-12-11 11:32:50.0,50.0,3.4,0,47.86600000000001
6327,16095,100,1287,2019-12-16 08:39:00.0,0.0,2.147483647E8,0,11.349
6327,16096,100,88,2019-12-16 08:40:54.0,0.0,2.147483647E8,1,11.349
6329,16304,100,19,2019-12-10 10:45:29.0,8.0,3.8,0,8.499
6330,16427,100,106,2019-12-09 17:45:21.0,0.0,2.147483647E8,0,8.703
6330,16427,100,1096,2019-12-09 17:45:21.0,49.0,2.1,0,28.837
6330,16427,100,1444,2019-12-09 17:46:10.0,0.0,2.147483647E8,0,8.761000000000001
6330,16428,100,666,2019-12-09 18:13:17.0,1.0,109.2,0,30.351
6330,16456,100,723,2019-12-10 09:59:48.0,27.0,6.9,0,52.261
6330,16457,100,689,2019-12-10 11:01:42.0,26.0,15.1,2,109.2
6330,16458,100,1890,2019-12-10 11:02:54.0,131.0,1.7,17,64.653
6330,16459,100,1889,2019-12-10 18:16:22.0,55.0,4.3,11,65.75
6330,16460,100,690,2019-12-10 18:40:01.0,66.0,3.5,16,65.75
6330,16460,100,1890,2019-12-10 18:41:07.0,36.0,6.4,12,64.653
6330,16470,100,640,2019-12-10 18:50:41.0,17.0,3.4,0,16.343
6330,16470,100,2395,2019-12-10 18:50:58.0,35.0,3.0,0,30.0
6330,16470,100,2394,2019-12-10 18:51:33.0,31.0,3.4,0,29.646
6330,16470,100,108,2019-12-10 18:52:04.0,0.0,2.147483647E8,0,6.44
6330,16471,100,108,2019-12-10 18:57:55.0,0.0,2.147483647E8,0,6.44
6330,16495,100,195,2019-12-11 20:54:41.0,0.0,2.147483647E8,1,29.265
6330,16507,100,409,2019-12-11 21:29:51.0,41.0,6.1,0,69.87
6333,16546,100,1164,2019-12-12 19:08:12.0,40.0,3.1,1,35.328
6333,16546,100,1165,2019-12-12 19:08:52.0,36.0,3.5,0,35.269
6333,16550,100,2366,2019-12-12 19:15:25.0,0.0,2.147483647E8,1,35.47
6333,16553,100,2366,2019-12-12 19:20:14.0,20.0,6.3,0,35.47
6333,16553,100,1170,2019-12-12 19:20:34.0,83.0,4.5,0,105.297
6333,16556,100,1254,2019-12-12 21:20:22.0,21.0,15.2,7,88.791
6333,16556,100,52,2019-12-12 21:20:43.0,5.0,5.3,0,7.465
6333,16567,100,1391,2019-12-12 22:41:12.0,5.0,23.5,5,32.727
6333,16567,100,1341,2019-12-12 22:41:17.0,9.0,22.6,0,56.61600000000001
6333,16567,100,1338,2019-12-12 22:41:26.0,2.0,15.3,1,8.536
6333,16567,100,1332,2019-12-12 22:41:28.0,25.0,16.2,6,112.905
6333,16567,100,134,2019-12-12 22:41:53.0,6.0,20.2,5,33.746
6333,16567,100,136,2019-12-12 22:41:59.0,13.0,22.6,6,81.71300000000002
6333,16567,100,222,2019-12-12 22:42:12.0,25.0,16.8,7,117.075
6333,16567,100,1319,2019-12-12 22:42:37.0,2.0,16.3,0,9.082
6333,16567,100,118,2019-12-12 22:42:39.0,11.0,24.1,4,73.712
6333,16573,100,36,2019-12-12 23:55:26.0,0.0,2.147483647E8,0,114.265
6333,16574,100,2366,2019-12-12 23:57:20.0,249.0,0.5,0,35.47
6333,16574,100,2365,2019-12-13 00:01:29.0,20.0,6.3,0,35.14
6333,16575,100,1189,2019-12-13 00:03:38.0,27.0,3.8,0,28.826
6333,16575,100,1190,2019-12-13 00:04:05.0,14.0,5.1,0,20.069000000000006
6333,16575,100,1258,2019-12-13 00:04:19.0,16.0,3.1,0,14.103
6333,16575,100,61,2019-12-13 00:04:35.0,134.0,2.2,0,84.50399999999998
6333,16579,100,3,2019-12-13 00:14:35.0,9.0,15.0,2,37.635
6333,16579,100,245,2019-12-13 00:14:44.0,2.0,15.7,0,8.761000000000001
6333,16579,100,2295,2019-12-13 00:14:46.0,6.0,17.3,0,28.837
6333,16579,100,1095,2019-12-13 00:14:52.0,19.0,14.7,9,77.645
6333,16579,100,2220,2019-12-13 00:15:11.0,9.0,25.4,4,63.713
6333,16579,100,2207,2019-12-13 00:15:20.0,15.0,15.5,1,64.85300000000001
6333,16579,100,1010,2019-12-13 00:15:35.0,3.0,27.9,1,23.315
6333,16579,100,1014,2019-12-13 00:15:38.0,16.0,14.8,5,65.911
6333,16579,100,1931,2019-12-13 00:15:54.0,5.0,27.7,2,38.607
6333,16579,100,1629,2019-12-13 00:15:59.0,6.0,28.6,5,47.777
6334,16601,100,1328,2019-12-09 15:24:22.0,0.0,2.147483647E8,0,13.388
6334,16601,100,127,2019-12-09 15:24:22.0,0.0,2.147483647E8,0,7.282999999999999
6334,16607,100,451,2019-12-11 16:17:34.0,278.0,1.4,4,112.19
6336,16621,100,1271,2019-12-09 09:09:26.0,2.0,13.1,1,7.331
6336,16622,100,1269,2019-12-09 18:42:03.0,1.0,34.6,0,9.63
6336,16624,100,257,2019-12-09 18:42:39.0,59.0,0.9,0,15.399
6336,16635,100,257,2019-12-10 08:36:45.0,1.0,55.4,0,15.399
6336,16639,100,10,2019-12-10 08:43:33.0,0.0,2.147483647E8,1,10.072
6336,16640,100,70,2019-12-10 18:44:55.0,6.0,5.7,0,9.63
6336,16670,100,257,2019-12-11 08:44:15.0,0.0,2.147483647E8,0,15.399
6336,16672,100,10,2019-12-11 08:49:43.0,93.0,0.3,0,10.072
6336,16675,100,235,2019-12-11 19:01:56.0,12.0,34.2,0,114.092
6338,16829,100,88,2019-12-09 19:39:14.0,0.0,2.147483647E8,0,11.349
6338,16837,100,88,2019-12-10 09:52:07.0,0.0,2.147483647E8,0,11.349
6338,16966,100,88,2019-12-10 20:25:10.0,0.0,2.147483647E8,0,11.349
6339,17057,100,10,2019-12-10 12:29:44.0,2.0,18.1,0,10.072
6339,17058,100,76,2019-12-10 12:32:41.0,7.0,3.7,0,7.369
6339,17157,100,70,2019-12-12 17:34:00.0,1.0,34.6,0,9.63
6341,17207,100,241,2019-12-06 18:42:10.0,0.0,2.147483647E8,0,29.34
6341,17214,100,691,2019-12-06 18:43:41.0,52.0,4.4,13,64.653
6341,17214,100,1889,2019-12-06 18:44:33.0,51.0,4.6,13,65.75
6341,17214,100,688,2019-12-06 18:45:24.0,77.0,4.9,23,106.012
6341,17214,100,1765,2019-12-06 18:46:41.0,51.0,5.5,17,78.834
6341,17214,100,1374,2019-12-06 18:47:32.0,82.0,4.6,5,106.899
6341,17214,100,174,2019-12-06 18:48:54.0,31.0,5.8,1,50.021
6341,17214,100,186,2019-12-06 18:49:25.0,58.0,3.5,1,57.647
6341,17214,100,434,2019-12-06 18:50:23.0,73.0,3.7,0,75.46300000000002
6341,17226,100,63,2019-12-11 08:17:57.0,2.0,13.4,0,7.45
6341,17227,100,1162,2019-12-11 08:20:22.0,6.0,19.1,1,31.951
6341,17229,100,174,2019-12-11 18:09:43.0,29.0,6.2,0,50.021
6341,17229,100,186,2019-12-11 18:10:12.0,87.0,2.3,0,57.647
6341,17229,100,434,2019-12-11 18:11:39.0,31.0,8.7,1,75.46300000000002
6341,17264,100,1374,2019-12-12 18:03:12.0,41.0,9.3,0,106.899
6341,17264,100,174,2019-12-12 18:03:53.0,30.0,6.0,0,50.021
6341,17266,100,1792,2019-12-12 18:06:11.0,39.0,4.2,0,45.843
6341,17276,100,1263,2019-12-13 08:16:50.0,102.0,1.7,0,49.194
6341,17276,100,63,2019-12-13 08:18:32.0,0.0,2.147483647E8,0,7.45
6341,17278,100,642,2019-12-13 08:18:55.0,0.0,2.147483647E8,0,5.761
6341,17280,100,1168,2019-12-13 08:20:36.0,9.0,19.7,0,49.414
6341,17282,100,1889,2019-12-13 18:47:11.0,19.0,12.4,10,65.75
6341,17282,100,688,2019-12-13 18:47:30.0,84.0,4.5,19,106.012
6341,17282,100,1765,2019-12-13 18:48:54.0,55.0,5.1,18,78.834
6341,17282,100,1374,2019-12-13 18:49:49.0,58.0,6.6,0,106.899
6341,17282,100,174,2019-12-13 18:50:47.0,33.0,5.4,0,50.021
6341,17282,100,186,2019-12-13 18:51:20.0,45.0,4.6,0,57.647
6341,17282,100,434,2019-12-13 18:52:05.0,56.0,4.8,1,75.46300000000002
6341,17287,100,283,2019-12-16 08:24:53.0,22.0,5.0,0,30.923
6341,17287,100,1240,2019-12-16 08:25:15.0,19.0,6.7,1,35.649
6341,17287,100,1164,2019-12-16 08:25:34.0,29.0,4.3,1,35.328
6341,17293,100,2364,2019-12-16 18:06:58.0,31.0,4.0,0,35.269
6341,17293,100,2363,2019-12-16 18:07:29.0,18.0,7.0,1,35.328
6341,17293,100,41,2019-12-16 18:07:47.0,32.0,4.0,2,35.649
6341,17293,100,1482,2019-12-16 18:08:19.0,22.0,5.0,1,30.923
6341,17293,100,1187,2019-12-16 18:08:41.0,21.0,5.0,0,29.591
6341,17293,100,1188,2019-12-16 18:09:02.0,31.0,3.8,3,32.814
6341,17293,100,1307,2019-12-16 18:09:33.0,2.0,11.5,0,6.44
6341,17293,100,1195,2019-12-16 18:09:35.0,40.0,2.6,0,29.646
6341,17293,100,1196,2019-12-16 18:10:15.0,23.0,4.6,0,30.0
6341,17293,100,1839,2019-12-16 18:10:38.0,13.0,4.5,0,16.343
6341,17293,100,1440,2019-12-16 18:10:51.0,28.0,3.7,0,29.34
6341,17293,100,242,2019-12-16 18:11:19.0,27.0,4.0,1,30.414
6341,17293,100,569,2019-12-16 18:11:46.0,8.0,17.5,2,39.024
6341,17293,100,1891,2019-12-16 18:11:54.0,41.0,7.4,16,84.70100000000002
6341,17293,100,691,2019-12-16 18:12:35.0,40.0,5.8,13,64.653
6341,17293,100,1889,2019-12-16 18:13:15.0,74.0,3.1,10,65.75
6341,17293,100,688,2019-12-16 18:14:29.0,66.0,5.7,24,106.012
6341,17293,100,1920,2019-12-16 18:15:35.0,8.0,48.5,5,107.993
6341,17293,100,1372,2019-12-16 18:15:43.0,74.0,3.9,16,81.19
6341,17293,100,174,2019-12-16 18:16:57.0,32.0,5.6,1,50.021
6341,17293,100,186,2019-12-16 18:17:29.0,63.0,3.2,1,57.647
6341,17293,100,434,2019-12-16 18:18:32.0,48.0,5.6,0,75.46300000000002
6346,17323,100,412,2019-12-09 14:25:40.0,0.0,2.147483647E8,0,108.469
6346,17324,100,1980,2019-12-09 14:26:45.0,36.0,6.0,1,60.273
6346,17324,100,782,2019-12-09 14:27:21.0,36.0,6.0,2,60.099
6346,17324,100,1996,2019-12-09 14:27:57.0,29.0,7.4,1,60.237
6346,17324,100,1290,2019-12-09 14:28:26.0,32.0,6.8,1,60.685
6346,17324,100,92,2019-12-09 14:28:58.0,97.0,1.8,0,50.295
6346,17324,100,1699,2019-12-09 14:30:35.0,34.0,5.7,2,54.306
6346,17324,100,499,2019-12-09 14:31:09.0,43.0,5.6,0,67.298
6346,17324,100,1620,2019-12-09 14:31:52.0,39.0,5.9,2,64.959
6346,17324,100,420,2019-12-09 14:32:31.0,54.0,4.6,7,69.305
6346,17324,100,2027,2019-12-09 14:33:25.0,23.0,6.1,1,39.307
6346,17324,100,1566,2019-12-09 14:33:48.0,62.0,4.1,4,72.219
6346,17324,100,364,2019-12-09 14:34:50.0,29.0,6.8,3,55.26
6346,17324,100,760,2019-12-09 14:35:19.0,52.0,5.1,6,74.365
6346,17324,100,1745,2019-12-09 14:36:11.0,39.0,6.8,2,74.383
6346,17324,100,1518,2019-12-09 14:36:50.0,61.0,6.2,1,106.449
6346,17324,100,318,2019-12-09 14:37:51.0,46.0,3.8,0,48.785
6346,17324,100,1279,2019-12-09 14:38:37.0,5.0,5.3,0,7.457000000000002
6346,17324,100,79,2019-12-09 14:38:42.0,27.0,6.1,0,45.83
6346,17327,100,80,2019-12-09 15:45:28.0,5.0,5.3,0,7.457000000000002
6346,17327,100,1517,2019-12-09 15:45:33.0,33.0,5.3,1,48.785
6346,17328,100,1959,2019-12-09 15:48:02.0,44.0,6.0,3,74.365
6346,17329,100,1619,2019-12-09 15:51:48.0,48.0,5.1,1,69.305
6346,17329,100,421,2019-12-09 15:52:36.0,55.0,4.2,5,64.959
6346,17336,100,2339,2019-12-09 15:58:29.0,2.0,16.0,1,8.901
6346,17344,100,291,2019-12-09 16:01:33.0,0.0,2.147483647E8,1,27.337
6346,17344,100,1873,2019-12-09 16:01:33.0,5.0,22.8,5,31.785
6346,17344,100,673,2019-12-09 16:01:38.0,43.0,2.4,6,29.156
6346,17367,100,2,2019-12-13 13:55:51.0,45.0,6.4,0,81.084
6346,17367,100,641,2019-12-13 13:56:36.0,57.0,6.8,6,107.79
6346,17367,100,1842,2019-12-13 13:57:33.0,18.0,10.2,0,51.106
6346,17369,100,650,2019-12-13 13:58:30.0,66.0,5.6,0,102.868
6346,17369,100,1791,2019-12-13 13:59:36.0,0.0,2.147483647E8,0,22.677
6346,17372,100,278,2019-12-13 13:59:50.0,19.0,1.6,0,8.672
6346,17373,100,276,2019-12-13 14:02:04.0,0.0,2.147483647E8,11,37.751
6346,17373,100,1087,2019-12-13 14:02:04.0,103.0,3.3,23,95.143
6346,17379,100,88,2019-12-13 14:06:39.0,8.0,5.1,0,11.349
6346,17380,100,88,2019-12-13 14:06:53.0,0.0,2.147483647E8,0,11.349
6347,17508,100,88,2019-12-13 09:58:19.0,0.0,2.147483647E8,2,11.349
6360,17850,100,88,2019-12-09 15:10:40.0,0.0,2.147483647E8,2,11.349
6360,18232,100,195,2019-12-10 19:38:10.0,18.0,5.8,3,29.265
6362,18251,100,260,2019-12-09 07:31:07.0,0.0,2.147483647E8,0,13.613
6362,18252,100,268,2019-12-09 07:31:49.0,0.0,2.147483647E8,0,9.129
6362,18255,100,259,2019-12-09 21:12:26.0,68.0,12.2,1,230.96
6362,18256,100,260,2019-12-09 21:14:38.0,0.0,2.147483647E8,2,13.613
6362,18278,100,262,2019-12-13 07:38:05.0,6.0,8.1,0,13.553
6362,18278,100,1469,2019-12-13 07:38:11.0,30.0,8.6,1,71.997
6362,18278,100,268,2019-12-13 07:38:41.0,0.0,2.147483647E8,0,9.129
6362,18283,100,259,2019-12-13 18:49:07.0,0.0,2.147483647E8,45,230.96
6362,18285,100,1460,2019-12-13 18:51:47.0,63.0,4.7,3,82.34700000000002
6362,18285,100,260,2019-12-13 18:52:50.0,19.0,2.5,1,13.613
6364,18324,100,201,2019-12-09 10:24:03.0,0.0,2.147483647E8,0,7.577000000000001
6364,18326,100,1490,2019-12-09 10:26:11.0,18.0,5.4,0,27.337
6364,18326,100,290,2019-12-09 10:26:29.0,3.0,8.3,0,6.9860000000000015
6364,18326,100,2315,2019-12-09 10:26:32.0,149.0,2.9,0,120.449
6364,18326,100,1488,2019-12-09 10:29:01.0,38.0,5.9,2,62.754
6364,18326,100,288,2019-12-09 10:29:39.0,29.0,3.6,1,29.649
6364,18326,100,1228,2019-12-09 10:30:08.0,29.0,4.1,0,33.568000000000005
6364,18326,100,2377,2019-12-09 10:30:37.0,31.0,4.1,1,35.674
6364,18326,100,2376,2019-12-09 10:31:08.0,15.0,5.2,0,21.938
6364,18326,100,122,2019-12-09 10:31:23.0,10.0,4.3,0,12.143
6364,18326,100,193,2019-12-09 10:31:33.0,27.0,4.0,0,30.208
6364,18326,100,1391,2019-12-09 10:32:00.0,33.0,3.5,1,32.727
6364,18326,100,1341,2019-12-09 10:32:33.0,46.0,4.4,1,56.61600000000001
6364,18326,100,141,2019-12-09 10:33:19.0,59.0,3.4,0,56.409
6364,18326,100,1417,2019-12-09 10:34:18.0,95.0,2.4,1,64.117
6364,18326,100,1220,2019-12-09 10:35:53.0,13.0,2.2,0,7.982
6364,18326,100,22,2019-12-09 10:36:06.0,1466.0,0.2,7,118.446
6364,18326,100,1408,2019-12-09 11:00:32.0,113.0,3.6,0,115.596
6364,18326,100,1211,2019-12-09 11:02:25.0,228.0,1.7,0,112.595
6364,18328,100,70,2019-12-09 11:09:41.0,0.0,2.147483647E8,0,9.63
6364,18328,100,76,2019-12-09 11:09:41.0,5.0,5.3,0,7.369
6364,18441,100,261,2019-12-13 13:17:03.0,85.0,3.4,3,82.34700000000002
6364,18441,100,1467,2019-12-13 13:18:28.0,4.0,8.2,0,9.129
6364,18441,100,271,2019-12-13 13:18:32.0,50.0,5.2,0,73.225
6364,18441,100,1465,2019-12-13 13:19:22.0,77.0,5.1,6,110.541
6364,18441,100,267,2019-12-13 13:20:39.0,6.0,10.8,1,18.058
6364,18441,100,302,2019-12-13 13:20:45.0,54.0,3.8,0,58.261
6364,18441,100,576,2019-12-13 13:21:39.0,29.0,5.5,0,44.95
6364,18441,100,579,2019-12-13 13:22:08.0,56.0,3.4,2,53.486
6364,18441,100,1389,2019-12-13 13:23:04.0,200.0,0.8,0,47.799
6364,18441,100,1233,2019-12-13 13:26:24.0,53.0,3.3,0,49.32
6364,18441,100,2364,2019-12-13 13:27:17.0,18.0,7.0,0,35.269
6364,18441,100,2363,2019-12-13 13:27:35.0,34.0,3.7,0,35.328
6364,18441,100,41,2019-12-13 13:28:09.0,39.0,3.2,1,35.649
6364,18441,100,1482,2019-12-13 13:28:48.0,17.0,6.5,0,30.923
6364,18441,100,1187,2019-12-13 13:29:05.0,26.0,4.0,0,29.591
6364,18441,100,1188,2019-12-13 13:29:31.0,25.0,4.7,1,32.814
6364,18441,100,1090,2019-12-13 13:29:56.0,40.0,3.0,0,33.68
6364,18445,100,1440,2019-12-13 14:19:41.0,20.0,5.2,1,29.34
6364,18445,100,242,2019-12-13 14:20:01.0,90.0,1.2,1,30.414
6364,18445,100,1554,2019-12-13 14:21:31.0,0.0,2.147483647E8,0,12.152
6364,18445,100,354,2019-12-13 14:21:31.0,31.0,2.6,1,22.688
6364,18445,100,1905,2019-12-13 14:22:02.0,24.0,4.8,1,32.05
6364,18445,100,1549,2019-12-13 14:22:26.0,83.0,4.3,2,100.849
6364,18445,100,351,2019-12-13 14:23:49.0,45.0,4.9,1,61.543
6364,18445,100,708,2019-12-13 14:24:34.0,47.0,4.5,0,58.8
6364,18445,100,1358,2019-12-13 14:25:21.0,7.0,6.2,0,12.129
6364,18445,100,158,2019-12-13 14:25:28.0,52.0,3.2,1,46.893
6364,18445,100,558,2019-12-13 14:26:20.0,37.0,5.1,0,53.12
6364,18445,100,959,2019-12-13 14:26:57.0,35.0,4.6,0,44.975
6364,18445,100,2146,2019-12-13 14:27:32.0,35.0,4.9,0,47.697
6364,18445,100,1774,2019-12-13 14:28:07.0,11.0,5.6,0,17.237000000000002
6364,18445,100,574,2019-12-13 14:28:18.0,31.0,5.4,0,47.197
6364,18445,100,598,2019-12-13 14:28:49.0,21.0,4.5,0,26.47
6364,18445,100,1801,2019-12-13 14:29:10.0,32.0,3.9,2,34.825
6364,18445,100,600,2019-12-13 14:29:42.0,43.0,4.0,3,47.92100000000001
6364,18445,100,1371,2019-12-13 14:30:25.0,47.0,4.0,5,53.201
6364,18445,100,169,2019-12-13 14:31:12.0,2.0,22.4,2,12.449000000000002
6364,18445,100,1288,2019-12-13 14:31:14.0,8.0,17.5,2,39.108
6364,18445,100,88,2019-12-13 14:31:22.0,20.0,2.0,0,11.349
6365,18500,100,248,2019-12-12 13:37:35.0,32.0,19.8,0,176.013
6365,18504,100,99,2019-12-12 14:15:52.0,0.0,2.147483647E8,1,51.791
6365,18505,100,246,2019-12-12 14:20:38.0,0.0,2.147483647E8,3,11.504
6365,18506,100,1453,2019-12-12 14:23:14.0,1.0,27.3,0,7.591
6365,18506,100,256,2019-12-12 14:23:15.0,8.0,3.0,0,6.843
6365,18506,100,1179,2019-12-12 14:23:23.0,120.0,4.3,14,146.561
6365,18506,100,1180,2019-12-12 14:25:23.0,51.0,6.6,0,93.663
6365,18506,100,126,2019-12-12 14:26:14.0,59.0,2.5,3,42.01600000000001
6365,18506,100,130,2019-12-12 14:27:13.0,33.0,4.6,4,42.637
6365,18506,100,132,2019-12-12 14:27:46.0,38.0,4.0,2,42.28100000000001
6365,18506,100,134,2019-12-12 14:28:24.0,26.0,4.6,2,33.746
6365,18508,100,1416,2019-12-12 14:31:23.0,0.0,2.147483647E8,4,8.554
6365,18508,100,216,2019-12-12 14:31:23.0,0.0,2.147483647E8,92,117.831
6365,18508,100,1414,2019-12-12 14:31:23.0,0.0,2.147483647E8,158,116.118
6365,18508,100,1274,2019-12-12 14:31:23.0,448.0,0.8,205,109.997
6365,18508,100,74,2019-12-12 14:38:51.0,1036.0,0.2,122,58.594
6365,18508,100,1277,2019-12-12 14:56:07.0,38.0,5.7,120,60.319
6365,18508,100,76,2019-12-12 14:56:45.0,3.0,8.8,14,7.369
6365,18508,100,1132,2019-12-12 14:56:48.0,86.0,1.8,80,43.142
6365,18508,100,1464,2019-12-12 14:58:14.0,16.0,8.1,64,36.161
6365,18508,100,1457,2019-12-12 14:58:30.0,80.0,0.4,17,10.065
6365,18508,100,259,2019-12-12 14:59:50.0,457.0,1.8,360,230.96
6365,18508,100,1460,2019-12-12 15:07:27.0,5.0,59.2,81,82.34700000000002
6365,18508,100,260,2019-12-12 15:07:32.0,0.0,2.147483647E8,11,13.613
6365,18508,100,2284,2019-12-12 15:07:32.0,59.0,7.3,89,121.276
6366,18529,100,593,2019-12-09 08:18:46.0,0.0,2.147483647E8,10,45.843
6366,18535,100,593,2019-12-10 08:20:05.0,0.0,2.147483647E8,14,45.843
6366,18538,100,1511,2019-12-10 12:37:47.0,40.0,5.4,2,60.037
6366,18540,100,301,2019-12-10 12:45:13.0,47.0,5.2,0,67.95100000000001
6366,18544,100,1409,2019-12-10 19:42:51.0,35.0,4.4,1,43.012
6366,18544,100,1211,2019-12-10 19:43:26.0,60.0,6.7,0,112.595
6366,18544,100,10,2019-12-10 19:44:26.0,5.0,7.2,0,10.072
6366,18545,100,76,2019-12-10 19:46:38.0,36.0,0.7,0,7.369
6366,18545,100,1132,2019-12-10 19:47:14.0,24.0,6.4,1,43.142
6366,18545,100,1464,2019-12-10 19:47:38.0,26.0,5.0,4,36.161
6366,18546,100,1467,2019-12-10 19:50:28.0,0.0,2.147483647E8,2,9.129
6366,18548,100,260,2019-12-10 19:52:22.0,23.0,2.1,0,13.613
6366,18548,100,2284,2019-12-10 19:52:45.0,90.0,4.8,0,121.276
6366,18548,100,1084,2019-12-10 19:54:15.0,0.0,2.147483647E8,0,14.839
6366,18550,100,602,2019-12-10 19:55:26.0,22.0,5.6,0,34.825
6366,18550,100,934,2019-12-10 19:55:48.0,48.0,4.1,1,55.76
6366,18552,100,595,2019-12-10 20:14:10.0,0.0,2.147483647E8,0,11.193
6366,18552,100,958,2019-12-10 20:14:10.0,32.0,5.4,0,48.176
6366,18552,100,2168,2019-12-10 20:14:42.0,47.0,5.1,0,66.711
6366,18552,100,1786,2019-12-10 20:15:29.0,43.0,4.7,0,56.285
6366,18552,100,1356,2019-12-10 20:16:12.0,44.0,3.3,0,40.629
6366,18552,100,1351,2019-12-10 20:16:56.0,5.0,9.1,0,12.732
6366,18552,100,153,2019-12-10 20:17:01.0,70.0,5.3,0,104.247
6366,18552,100,1793,2019-12-10 20:18:11.0,76.0,3.9,3,82.919
6366,18552,100,593,2019-12-10 20:19:27.0,35.0,4.7,0,45.843
6366,18552,100,1633,2019-12-10 20:20:02.0,62.0,4.3,0,75.46300000000002
6366,18552,100,1385,2019-12-10 20:21:04.0,75.0,2.7,0,57.647
6366,18552,100,1373,2019-12-10 20:22:19.0,24.0,7.5,0,50.021
6366,18552,100,176,2019-12-10 20:22:43.0,48.0,5.5,4,73.461
6366,18552,100,1381,2019-12-10 20:23:31.0,58.0,4.9,2,79.913
6366,18552,100,184,2019-12-10 20:24:29.0,26.0,7.1,1,51.974
6366,18552,100,2050,2019-12-10 20:24:55.0,258.0,1.5,8,109.904
6366,18552,100,850,2019-12-10 20:29:13.0,108.0,1.7,4,53.619
6366,18552,100,861,2019-12-10 20:31:01.0,179.0,0.8,0,42.187
6366,18552,100,880,2019-12-10 20:34:00.0,10.0,2.8,0,7.991
6366,18552,100,1107,2019-12-10 20:34:10.0,25.0,6.6,0,46.224
6366,18571,100,1496,2019-12-12 12:08:12.0,5.0,5.6,0,7.792000000000002
6366,18571,100,298,2019-12-12 12:08:17.0,44.0,5.0,2,61.914
6366,18571,100,312,2019-12-12 12:09:01.0,50.0,4.3,1,60.037
6366,18572,100,213,2019-12-12 19:17:17.0,9.0,13.4,0,33.501999999999995
6366,18572,100,225,2019-12-12 19:17:26.0,51.0,4.6,2,65.556
6366,18575,100,1207,2019-12-12 19:23:03.0,66.0,2.8,2,52.26600000000001
6366,18575,100,1204,2019-12-12 19:24:09.0,43.0,4.4,0,52.964
6366,18575,100,2366,2019-12-12 19:24:52.0,29.0,4.4,0,35.47
6366,18575,100,2365,2019-12-12 19:25:21.0,27.0,4.6,1,35.14
6366,18575,100,44,2019-12-12 19:25:48.0,14.0,8.8,1,34.387
6366,18575,100,1484,2019-12-12 19:26:02.0,31.0,3.5,2,30.532
6366,18575,100,1189,2019-12-12 19:26:33.0,24.0,4.3,0,28.826
6366,18575,100,1190,2019-12-12 19:26:57.0,14.0,5.1,0,20.069000000000006
6366,18580,100,1195,2019-12-12 19:29:04.0,9.0,11.8,0,29.646
6366,18580,100,1196,2019-12-12 19:29:13.0,11.0,9.8,0,30.0
6366,18580,100,1839,2019-12-12 19:29:24.0,14.0,4.2,0,16.343
6366,18602,100,1891,2019-12-12 19:55:16.0,14.0,21.7,19,84.70100000000002
6366,18602,100,691,2019-12-12 19:55:30.0,50.0,4.6,13,64.653
6366,18602,100,1889,2019-12-12 19:56:20.0,62.0,3.8,13,65.75
6366,18602,100,688,2019-12-12 19:57:22.0,89.0,4.2,24,106.012
6366,18602,100,1765,2019-12-12 19:58:51.0,388.0,0.7,16,78.834
6366,18602,100,565,2019-12-12 20:05:19.0,105.0,2.5,8,75.594
6366,18602,100,1767,2019-12-12 20:07:04.0,69.0,5.3,22,103.126
6366,18602,100,567,2019-12-12 20:08:13.0,163.0,1.2,11,54.432
6366,18602,100,850,2019-12-12 20:10:56.0,56.0,3.4,5,53.619
6366,18602,100,861,2019-12-12 20:11:52.0,26.0,5.8,4,42.187
6370,18670,100,88,2019-12-09 20:37:35.0,0.0,2.147483647E8,1,11.349
6370,18786,100,88,2019-12-11 20:18:33.0,0.0,2.147483647E8,0,11.349
