モニターID,ダイアリーID,交通手段,リンクID,リンク出発時刻,所要時間(s),速度(km/h),リンクコスト,リンク長(m)
6225,11150,100,2177,2019-12-06 11:02:16.0,4.0,6.5,0,7.322
6225,11150,100,979,2019-12-06 11:02:20.0,26.0,5.7,2,41.674
6225,11150,100,1281,2019-12-06 11:02:46.0,7.0,7.1,0,13.901
6225,11150,100,84,2019-12-06 11:02:53.0,43.0,4.5,0,54.62600000000001
6225,11220,100,1249,2019-12-06 11:16:46.0,29.0,7.1,1,57.653
6225,11220,100,48,2019-12-06 11:17:15.0,54.0,3.3,0,50.65
6225,11220,100,1233,2019-12-06 11:18:09.0,29.0,6.1,2,49.32
6225,11220,100,2364,2019-12-06 11:18:38.0,27.0,4.7,0,35.269
6225,11220,100,2363,2019-12-06 11:19:05.0,24.0,5.2,0,35.328
6225,11220,100,41,2019-12-06 11:19:29.0,21.0,6.1,0,35.649
6225,11220,100,1482,2019-12-06 11:19:50.0,19.0,5.8,0,30.923
6225,11220,100,1187,2019-12-06 11:20:09.0,22.0,4.8,0,29.591
6225,11221,100,1440,2019-12-06 11:22:58.0,16.0,6.6,0,29.34
6225,11221,100,242,2019-12-06 11:23:14.0,90.0,1.2,0,30.414
6225,11221,100,569,2019-12-06 11:24:44.0,0.0,2.147483647E8,1,39.024
6225,11225,100,1889,2019-12-06 11:49:42.0,69.0,3.4,15,65.75
6225,11225,100,688,2019-12-06 11:50:51.0,60.0,6.3,24,106.012
6225,11225,100,1920,2019-12-06 11:51:51.0,17.0,22.8,4,107.993
6225,11225,100,1372,2019-12-06 11:52:08.0,118.0,2.4,17,81.19
6225,11225,100,174,2019-12-06 11:54:06.0,26.0,6.9,0,50.021
6225,11225,100,186,2019-12-06 11:54:32.0,48.0,4.3,0,57.647
6225,11225,100,434,2019-12-06 11:55:20.0,41.0,6.6,2,75.46300000000002
6227,11249,100,604,2019-12-06 21:26:35.0,46.0,3.1,2,40.13
6227,11264,100,938,2019-12-06 23:45:30.0,2.0,107.2,0,59.558
6227,11264,100,1001,2019-12-06 23:45:32.0,41.0,3.8,6,43.776
6227,11264,100,2149,2019-12-06 23:46:13.0,23.0,6.8,0,44.028
6227,11264,100,949,2019-12-06 23:46:36.0,22.0,5.7,0,35.184
6227,11264,100,1810,2019-12-06 23:46:58.0,18.0,5.7,0,28.934
6227,11264,100,1806,2019-12-06 23:47:16.0,38.0,4.0,0,42.901
6227,11264,100,1371,2019-12-06 23:47:54.0,34.0,5.6,3,53.201
6230,11270,100,246,2019-12-04 10:05:58.0,0.0,2.147483647E8,3,11.504
6235,11408,100,59,2019-12-05 10:11:44.0,2.0,25.3,0,14.103
6235,11409,100,62,2019-12-05 10:12:48.0,0.0,2.147483647E8,0,6.871
6235,11409,100,1308,2019-12-05 10:12:48.0,44.0,6.7,0,83.11
6235,11409,100,108,2019-12-05 10:13:32.0,4.0,5.7,0,6.44
6235,11410,100,1196,2019-12-05 10:16:58.0,14.0,7.7,1,30.0
6235,11410,100,1839,2019-12-05 10:17:12.0,8.0,7.3,0,16.343
6235,11410,100,1201,2019-12-05 10:17:20.0,44.0,6.6,0,81.084
6235,11411,100,685,2019-12-05 10:19:41.0,2.0,15.2,0,8.493
6235,11411,100,2220,2019-12-05 10:19:43.0,48.0,4.7,1,63.713
6235,11411,100,2216,2019-12-05 10:20:31.0,17.0,4.7,0,22.553
6235,11411,100,1924,2019-12-05 10:20:48.0,61.0,2.3,0,39.01
6235,11411,100,1878,2019-12-05 10:21:49.0,42.0,4.1,0,48.94600000000001
6235,11412,100,697,2019-12-05 10:23:33.0,41.0,5.0,0,57.702
6235,11412,100,852,2019-12-05 10:24:14.0,27.0,4.3,1,32.53
6235,11412,100,2337,2019-12-05 10:24:41.0,5.0,5.9,0,8.298
6235,11412,100,1689,2019-12-05 10:24:46.0,52.0,2.3,1,34.324
6235,11412,100,489,2019-12-05 10:25:38.0,42.0,5.1,1,60.654
6235,11412,100,1693,2019-12-05 10:26:20.0,28.0,5.2,2,40.942
6235,11412,100,493,2019-12-05 10:26:48.0,41.0,5.3,0,60.734
6235,11412,100,497,2019-12-05 10:27:29.0,45.0,5.0,1,63.275
6235,11412,100,500,2019-12-05 10:28:14.0,23.0,8.5,1,54.306
6235,11412,100,1291,2019-12-05 10:28:37.0,43.0,4.2,0,50.295
6235,11412,100,94,2019-12-05 10:29:20.0,190.0,2.9,2,154.93200000000004
6235,11412,100,1448,2019-12-05 10:32:30.0,63.0,3.7,0,65.442
6235,11412,100,1445,2019-12-05 10:33:33.0,30.0,1.3,0,11.504
6235,11424,100,1706,2019-12-05 10:52:29.0,32.0,4.5,1,40.1
6235,11424,100,506,2019-12-05 10:53:01.0,43.0,5.2,2,62.769
6235,11424,100,508,2019-12-05 10:53:44.0,49.0,4.5,2,62.042
6235,11424,100,1699,2019-12-05 10:54:33.0,40.0,4.8,0,54.306
6235,11424,100,499,2019-12-05 10:55:13.0,95.0,2.5,1,67.298
6235,11424,100,1620,2019-12-05 10:56:48.0,35.0,6.6,4,64.959
6235,11424,100,420,2019-12-05 10:57:23.0,82.0,3.0,3,69.305
6235,11424,100,2027,2019-12-05 10:58:45.0,165.0,0.8,0,39.307
6235,11424,100,1566,2019-12-05 11:01:30.0,44.0,5.9,2,72.219
6240,11649,100,1266,2019-12-04 14:56:52.0,145.0,2.7,8,111.338
6240,11649,100,69,2019-12-04 14:59:17.0,7.0,25.1,3,48.85
6240,11649,100,1756,2019-12-04 14:59:24.0,95.0,4.6,2,121.722
6240,11649,100,555,2019-12-04 15:00:59.0,66.0,0.6,0,11.09
6240,11649,100,575,2019-12-04 15:02:05.0,17.0,3.6,0,17.237000000000002
6240,11649,100,947,2019-12-04 15:02:22.0,33.0,5.2,1,47.697
6240,11649,100,2158,2019-12-04 15:02:55.0,33.0,4.9,0,44.975
6240,11649,100,1757,2019-12-04 15:03:28.0,37.0,5.1,1,53.12
6240,11649,100,1357,2019-12-04 15:04:05.0,27.0,6.2,0,46.893
6240,11649,100,159,2019-12-04 15:04:32.0,36.0,1.2,0,12.129
6240,11649,100,1918,2019-12-04 15:05:08.0,42.0,5.2,0,61.294
6240,11649,100,1902,2019-12-04 15:05:50.0,62.0,4.3,3,75.495
6240,11649,100,702,2019-12-04 15:06:52.0,70.0,4.4,2,87.21
6240,11649,100,714,2019-12-04 15:08:02.0,127.0,2.3,16,83.309
6240,11649,100,1892,2019-12-04 15:10:09.0,46.0,5.5,24,70.359
6240,11649,100,1888,2019-12-04 15:10:55.0,0.0,2.147483647E8,3,109.2
6240,11649,100,688,2019-12-04 15:10:55.0,73.0,5.2,21,106.012
6240,11649,100,1765,2019-12-04 15:12:08.0,121.0,2.3,15,78.834
6240,11649,100,565,2019-12-04 15:14:09.0,68.0,4.0,13,75.594
6240,11649,100,1767,2019-12-04 15:15:17.0,83.0,4.4,19,103.126
6240,11649,100,567,2019-12-04 15:16:40.0,39.0,5.0,12,54.432
6240,11649,100,850,2019-12-04 15:17:19.0,42.0,4.5,12,53.619
6240,11649,100,861,2019-12-04 15:18:01.0,5.0,30.3,13,42.187
6240,11649,100,1814,2019-12-04 15:18:06.0,24.0,6.7,18,45.275
6240,11649,100,614,2019-12-04 15:18:30.0,0.0,2.147483647E8,4,9.504
6240,11649,100,2082,2019-12-04 15:18:30.0,0.0,2.147483647E8,28,48.201
6240,11649,100,1812,2019-12-04 15:18:30.0,0.0,2.147483647E8,30,38.473
6240,11649,100,1719,2019-12-04 15:18:30.0,314.0,0.5,46,45.712
6240,11649,100,518,2019-12-04 15:23:44.0,0.0,2.147483647E8,70,84.48
6240,11649,100,899,2019-12-04 15:23:44.0,144.0,1.4,36,58.63
6240,11649,100,2092,2019-12-04 15:26:08.0,0.0,2.147483647E8,3,5.9
6240,11649,100,2089,2019-12-04 15:26:08.0,0.0,2.147483647E8,26,50.627
6240,11649,100,892,2019-12-04 15:26:08.0,0.0,2.147483647E8,16,39.369
6240,11649,100,2127,2019-12-04 15:26:08.0,128.0,2.1,31,76.541
6240,11649,100,2088,2019-12-04 15:28:16.0,0.0,2.147483647E8,17,53.835
6240,11649,100,1711,2019-12-04 15:28:16.0,2.0,11.0,1,6.131
6240,11659,100,164,2019-12-04 18:10:23.0,48.0,4.7,6,62.94600000000001
6240,11659,100,976,2019-12-04 18:11:11.0,26.0,4.8,2,35.218
6240,11659,100,2177,2019-12-04 18:11:37.0,12.0,2.1,0,7.322
6240,11659,100,979,2019-12-04 18:11:49.0,31.0,4.8,2,41.674
6240,11659,100,1281,2019-12-04 18:12:20.0,18.0,2.7,1,13.901
6240,11659,100,84,2019-12-04 18:12:38.0,50.0,3.9,4,54.62600000000001
6240,11659,100,1284,2019-12-04 18:13:28.0,39.0,2.3,1,25.633000000000006
6240,11659,100,86,2019-12-04 18:14:07.0,4.0,8.2,0,9.222
6240,11659,100,1370,2019-12-04 18:14:11.0,32.0,3.7,1,33.441
6240,11659,100,169,2019-12-04 18:14:43.0,11.0,4.0,0,12.449000000000002
6240,11659,100,1288,2019-12-04 18:14:54.0,35.0,4.0,1,39.108
6240,11659,100,88,2019-12-04 18:15:29.0,11.0,3.7,0,11.349
6248,11679,100,88,2019-12-02 10:39:03.0,0.0,2.147483647E8,2,11.349
6249,11839,100,1249,2019-12-06 19:01:10.0,51.0,4.0,0,57.653
6249,11839,100,48,2019-12-06 19:02:01.0,56.0,3.2,0,50.65
6249,11839,100,1233,2019-12-06 19:02:57.0,45.0,3.9,0,49.32
6249,11839,100,2364,2019-12-06 19:03:42.0,30.0,4.2,1,35.269
6249,11839,100,2363,2019-12-06 19:04:12.0,30.0,4.2,0,35.328
6249,11839,100,41,2019-12-06 19:04:42.0,36.0,3.5,0,35.649
6249,11839,100,1482,2019-12-06 19:05:18.0,26.0,4.2,0,30.923
6249,11839,100,1187,2019-12-06 19:05:44.0,26.0,4.0,0,29.591
6249,11839,100,1188,2019-12-06 19:06:10.0,33.0,3.5,1,32.814
6249,11839,100,1307,2019-12-06 19:06:43.0,3.0,7.7,0,6.44
6249,11839,100,1195,2019-12-06 19:06:46.0,10.0,10.6,0,29.646
6249,11839,100,1196,2019-12-06 19:06:56.0,57.0,1.8,2,30.0
6249,11839,100,1839,2019-12-06 19:07:53.0,16.0,3.6,0,16.343
6249,11839,100,1440,2019-12-06 19:08:09.0,20.0,5.2,0,29.34
6249,11839,100,242,2019-12-06 19:08:29.0,98.0,1.1,0,30.414
6249,11839,100,569,2019-12-06 19:10:07.0,0.0,2.147483647E8,4,39.024
6249,11840,100,1768,2019-12-06 19:15:18.0,37.0,3.7,12,39.024
6249,11840,100,1554,2019-12-06 19:15:55.0,11.0,3.9,3,12.152
6249,11842,100,355,2019-12-06 19:19:59.0,0.0,2.147483647E8,0,12.152
6249,11842,100,1441,2019-12-06 19:19:59.0,85.0,1.2,0,30.414
6249,11842,100,241,2019-12-06 19:21:24.0,35.0,3.0,0,29.34
6249,11842,100,640,2019-12-06 19:21:59.0,13.0,4.5,0,16.343
6249,11842,100,2395,2019-12-06 19:22:12.0,24.0,4.5,0,30.0
6249,11842,100,2394,2019-12-06 19:22:36.0,32.0,3.3,0,29.646
6249,11842,100,108,2019-12-06 19:23:08.0,4.0,5.7,0,6.44
6249,11842,100,2387,2019-12-06 19:23:12.0,32.0,3.6,0,32.814
6249,11842,100,2386,2019-12-06 19:23:44.0,31.0,3.4,1,29.591
6249,11842,100,283,2019-12-06 19:24:15.0,29.0,3.8,1,30.923
6249,11843,100,1231,2019-12-06 19:27:09.0,46.0,4.3,0,54.994
6249,11843,100,31,2019-12-06 19:27:55.0,49.0,3.5,0,48.52
6249,11843,100,1472,2019-12-06 19:28:44.0,143.0,4.1,16,166.567
6249,11843,100,1468,2019-12-06 19:31:07.0,0.0,2.147483647E8,1,12.491
6249,11843,100,268,2019-12-06 19:31:07.0,66.0,0.4,0,9.129
6254,11857,100,1864,2019-12-06 15:42:47.0,0.0,2.147483647E8,6,29.768
6254,11857,100,666,2019-12-06 15:42:47.0,2.0,54.6,1,30.351
6254,11857,100,2357,2019-12-06 15:42:49.0,69.0,4.9,7,94.88
6254,11857,100,1547,2019-12-06 15:43:58.0,0.0,2.147483647E8,1,43.474
6254,11857,100,347,2019-12-06 15:43:58.0,0.0,2.147483647E8,7,44.957
6254,11857,100,1447,2019-12-06 15:43:58.0,172.0,3.6,48,176.013
6254,11863,100,1652,2019-12-06 15:50:08.0,49.0,7.1,0,97.91
6254,11864,100,400,2019-12-06 17:14:42.0,56.0,5.7,0,89.97200000000002
6254,11864,100,1663,2019-12-06 17:15:38.0,58.0,4.4,0,71.15899999999998
6254,11868,100,453,2019-12-06 17:18:34.0,66.0,5.3,2,97.91
6254,11870,100,1140,2019-12-06 17:23:22.0,0.0,2.147483647E8,0,8.901
6254,11870,100,2342,2019-12-06 17:23:22.0,7.0,4.9,0,9.667
6254,11870,100,1446,2019-12-06 17:23:29.0,22.0,11.4,11,69.89
6254,11870,100,248,2019-12-06 17:23:51.0,90.0,7.0,50,176.013
6254,11870,100,1546,2019-12-06 17:25:21.0,0.0,2.147483647E8,7,44.957
6254,11870,100,1395,2019-12-06 17:25:21.0,73.0,4.7,3,96.082
6254,11870,100,195,2019-12-06 17:26:34.0,11.0,9.5,0,29.265
6254,11870,100,1865,2019-12-06 17:26:45.0,2.0,54.6,3,30.351
6254,11902,100,88,2019-12-06 19:37:26.0,0.0,2.147483647E8,1,11.349
6259,12040,100,88,2019-12-06 11:58:20.0,0.0,2.147483647E8,0,11.349
6270,12169,100,1233,2019-12-02 09:08:17.0,35.0,5.0,2,49.32
6270,12169,100,2364,2019-12-02 09:08:52.0,20.0,6.3,0,35.269
6270,12172,100,34,2019-12-02 09:34:40.0,33.0,5.3,2,49.32
6270,12172,100,1247,2019-12-02 09:35:13.0,33.0,5.5,0,50.65
6270,12172,100,50,2019-12-02 09:35:46.0,42.0,4.9,1,57.653
6271,12292,100,88,2019-12-05 18:50:25.0,0.0,2.147483647E8,1,11.349
6272,12300,100,88,2019-12-04 14:27:59.0,62.0,0.6,2,11.349
6275,12409,100,260,2019-12-06 15:02:49.0,0.0,2.147483647E8,0,13.613
6275,12410,100,69,2019-12-06 15:06:11.0,11.0,15.9,0,48.85
6276,12489,100,1929,2019-12-06 19:23:29.0,7.0,23.4,0,45.527
6276,12489,100,728,2019-12-06 19:23:36.0,32.0,11.8,4,105.419
6276,12489,100,732,2019-12-06 19:24:08.0,6.0,23.1,3,38.607
6276,12489,100,2213,2019-12-06 19:24:14.0,20.0,11.8,5,65.911
6276,12489,100,2209,2019-12-06 19:24:34.0,4.0,20.9,2,23.315
6276,12489,100,1008,2019-12-06 19:24:38.0,19.0,12.2,8,64.85300000000001
6276,12489,100,1021,2019-12-06 19:24:57.0,10.0,22.9,4,63.713
6276,12489,100,1884,2019-12-06 19:25:07.0,2.0,15.2,0,8.493
6276,12489,100,1304,2019-12-06 19:25:09.0,24.0,11.7,1,78.568
6276,12489,100,103,2019-12-06 19:25:33.0,8.0,13.0,2,28.897
6276,12489,100,1442,2019-12-06 19:25:41.0,17.0,17.8,3,84.094
6276,12489,100,241,2019-12-06 19:25:58.0,8.0,13.2,4,29.34
6276,12489,100,640,2019-12-06 19:26:06.0,5.0,11.7,1,16.343
6276,12489,100,2395,2019-12-06 19:26:11.0,10.0,10.8,2,30.0
6276,12492,100,243,2019-12-06 19:30:23.0,32.0,9.4,3,84.094
6299,13378,100,1423,2019-12-09 18:15:53.0,62.0,5.0,0,86.132
6299,13379,100,120,2019-12-09 18:17:01.0,87.0,0.3,0,9.082
6301,13409,100,258,2019-12-09 09:40:22.0,3.0,12.0,0,10.065
6301,13409,100,265,2019-12-09 09:40:25.0,37.0,3.5,0,36.161
6301,13410,100,1233,2019-12-09 09:45:00.0,41.0,4.3,3,49.32
6301,13410,100,2364,2019-12-09 09:45:41.0,28.0,4.5,1,35.269
6301,13410,100,2363,2019-12-09 09:46:09.0,35.0,3.6,2,35.328
6301,13410,100,41,2019-12-09 09:46:44.0,18.0,7.1,1,35.649
6301,13410,100,1482,2019-12-09 09:47:02.0,31.0,3.5,0,30.923
6301,13410,100,1187,2019-12-09 09:47:33.0,64.0,1.6,2,29.591
6301,13410,100,1188,2019-12-09 09:48:37.0,37.0,3.1,0,32.814
6301,13410,100,1307,2019-12-09 09:49:14.0,3.0,7.7,0,6.44
6301,13410,100,1195,2019-12-09 09:49:17.0,20.0,5.3,0,29.646
6301,13410,100,1196,2019-12-09 09:49:37.0,22.0,4.9,0,30.0
6301,13411,100,241,2019-12-09 09:56:21.0,239.0,0.4,0,29.34
6301,13412,100,107,2019-12-09 10:02:32.0,129.0,2.4,0,89.415
6301,13413,100,644,2019-12-09 10:05:09.0,22.0,5.9,3,36.643
6301,13413,100,1858,2019-12-09 10:05:31.0,21.0,10.9,0,63.62
6301,13413,100,1238,2019-12-09 10:05:52.0,19.0,5.8,3,30.999
6301,13413,100,1160,2019-12-09 10:06:11.0,17.0,6.3,0,29.852
6301,13413,100,1161,2019-12-09 10:06:28.0,25.0,4.3,0,30.136
6301,13413,100,31,2019-12-09 10:06:53.0,34.0,5.1,0,48.52
6301,13426,100,121,2019-12-11 13:00:30.0,0.0,2.147483647E8,0,6.3210000000000015
6301,13426,100,124,2019-12-11 13:00:30.0,202.0,3.2,0,184.248
6301,13426,100,1455,2019-12-11 13:03:52.0,4.0,6.1,0,6.843
6301,13426,100,255,2019-12-11 13:03:56.0,83.0,5.4,1,125.622
6301,13426,100,1140,2019-12-11 13:05:19.0,5.0,6.4,0,8.901
6301,13426,100,2342,2019-12-11 13:05:24.0,0.0,2.147483647E8,0,9.667
6301,13426,100,1446,2019-12-11 13:05:24.0,12.0,20.9,11,69.89
6301,13427,100,1546,2019-12-11 13:11:19.0,3.0,53.9,7,44.957
6301,13427,100,348,2019-12-11 13:11:22.0,25.0,6.2,0,43.474
6301,13428,100,201,2019-12-11 13:13:40.0,0.0,2.147483647E8,0,7.577000000000001
6301,13433,100,1166,2019-12-11 13:17:32.0,14.0,9.0,0,35.14
6301,13433,100,1167,2019-12-11 13:17:46.0,25.0,5.1,0,35.47
6308,13444,100,137,2019-12-09 08:10:37.0,1.0,31.1,0,8.663
6308,13445,100,468,2019-12-09 08:14:36.0,212.0,0.1,0,7.4529999999999985
6308,13493,100,621,2019-12-09 10:40:32.0,0.0,2.147483647E8,4,67.155
6308,13503,100,72,2019-12-09 16:35:06.0,0.0,2.147483647E8,0,7.331
6308,13529,100,116,2019-12-10 08:12:16.0,10.0,3.2,0,8.955
6308,13531,100,468,2019-12-10 08:15:37.0,0.0,2.147483647E8,0,7.4529999999999985
6308,13531,100,471,2019-12-10 08:15:37.0,59.0,4.6,0,76.487
6308,13552,100,116,2019-12-11 08:16:27.0,0.0,2.147483647E8,0,8.955
6308,13553,100,1816,2019-12-11 08:21:16.0,42.0,5.8,0,67.743
6308,13566,100,1094,2019-12-11 10:05:43.0,11.0,15.1,0,46.29
6308,13573,100,468,2019-12-11 10:12:00.0,0.0,2.147483647E8,2,7.4529999999999985
6314,13657,100,257,2019-12-09 07:54:47.0,3.0,18.4,1,15.399
6314,13663,100,1457,2019-12-09 19:23:21.0,0.0,2.147483647E8,1,10.065
6314,13713,100,257,2019-12-10 07:56:12.0,0.0,2.147483647E8,2,15.399
6314,13734,100,236,2019-12-10 08:08:55.0,219.0,0.4,2,29.807
6314,13747,100,236,2019-12-10 08:30:42.0,101.0,1.0,4,29.807
6314,13760,100,257,2019-12-10 08:53:15.0,0.0,2.147483647E8,3,15.399
6314,13761,100,72,2019-12-10 08:55:09.0,0.0,2.147483647E8,1,7.331
6314,13767,100,1271,2019-12-10 08:59:04.0,0.0,2.147483647E8,1,7.331
6314,13777,100,238,2019-12-10 09:09:54.0,2.0,20.1,2,11.183
6314,13779,100,236,2019-12-10 09:20:03.0,31.0,3.4,2,29.807
6314,13796,100,239,2019-12-10 09:28:18.0,0.0,2.147483647E8,8,30.636
6314,13806,100,1271,2019-12-10 09:34:51.0,4.0,6.5,3,7.331
6314,13806,100,71,2019-12-10 09:34:55.0,35.0,4.2,20,41.43600000000001
6314,13806,100,236,2019-12-10 09:35:30.0,25.0,4.2,11,29.807
6314,13810,100,1271,2019-12-10 09:41:29.0,3.0,8.7,1,7.331
6314,13822,100,236,2019-12-10 09:59:49.0,0.0,2.147483647E8,4,29.807
6314,13823,100,236,2019-12-10 10:00:32.0,0.0,2.147483647E8,1,29.807
6314,13828,100,1270,2019-12-10 10:14:10.0,0.0,2.147483647E8,7,41.43600000000001
6314,13833,100,258,2019-12-10 10:15:55.0,0.0,2.147483647E8,1,10.065
6314,13848,100,257,2019-12-10 10:24:51.0,0.0,2.147483647E8,0,15.399
6314,13852,100,258,2019-12-10 11:46:14.0,0.0,2.147483647E8,1,10.065
6314,13881,100,239,2019-12-10 12:01:30.0,0.0,2.147483647E8,2,30.636
6314,13897,100,1271,2019-12-10 12:10:49.0,7.0,3.7,1,7.331
6314,13903,100,72,2019-12-10 12:14:11.0,0.0,2.147483647E8,1,7.331
6314,13927,100,1271,2019-12-10 12:20:28.0,0.0,2.147483647E8,1,7.331
6314,13977,100,1271,2019-12-10 14:32:49.0,0.0,2.147483647E8,1,7.331
6314,13985,100,1271,2019-12-10 15:09:04.0,3.0,8.7,2,7.331
6314,14003,100,1271,2019-12-10 15:42:54.0,0.0,2.147483647E8,1,7.331
6314,14006,100,1438,2019-12-10 15:45:54.0,13.0,8.4,2,30.636
6314,14011,100,239,2019-12-10 15:49:03.0,14.0,7.8,1,30.636
6314,14018,100,1271,2019-12-10 15:53:21.0,0.0,2.147483647E8,0,7.331
6314,14021,100,1271,2019-12-10 15:56:43.0,0.0,2.147483647E8,1,7.331
6314,14032,100,72,2019-12-10 16:11:25.0,1.0,26.3,1,7.331
6314,14054,100,71,2019-12-10 16:22:46.0,14.0,10.6,7,41.43600000000001
6314,14074,100,257,2019-12-10 16:36:40.0,0.0,2.147483647E8,4,15.399
6314,14076,100,72,2019-12-10 16:42:10.0,0.0,2.147483647E8,1,7.331
6314,14079,100,72,2019-12-10 16:50:30.0,0.0,2.147483647E8,1,7.331
6314,14088,100,72,2019-12-10 17:16:12.0,1.0,26.3,2,7.331
6314,14090,100,72,2019-12-10 17:26:49.0,0.0,2.147483647E8,1,7.331
6314,14098,100,257,2019-12-10 17:47:42.0,7.0,7.9,3,15.399
6314,14102,100,1271,2019-12-10 17:49:52.0,3.0,8.7,2,7.331
6314,14103,100,257,2019-12-10 17:52:53.0,0.0,2.147483647E8,3,15.399
6314,14109,100,236,2019-12-10 18:00:53.0,87.0,1.2,1,29.807
6314,14112,100,72,2019-12-10 18:13:26.0,7.0,3.7,1,7.331
6314,14129,100,1271,2019-12-10 18:22:25.0,0.0,2.147483647E8,1,7.331
6314,14135,100,72,2019-12-10 18:24:38.0,0.0,2.147483647E8,1,7.331
6314,14149,100,1271,2019-12-10 18:32:55.0,0.0,2.147483647E8,1,7.331
6314,14149,100,71,2019-12-10 18:32:55.0,0.0,2.147483647E8,7,41.43600000000001
6314,14155,100,72,2019-12-10 18:34:24.0,0.0,2.147483647E8,1,7.331
6314,14167,100,1271,2019-12-10 18:43:36.0,0.0,2.147483647E8,1,7.331
6314,14170,100,72,2019-12-10 18:44:16.0,0.0,2.147483647E8,1,7.331
6314,14171,100,1271,2019-12-10 18:48:07.0,0.0,2.147483647E8,2,7.331
6314,14175,100,1271,2019-12-10 18:52:46.0,0.0,2.147483647E8,1,7.331
6314,14183,100,1271,2019-12-10 19:01:30.0,0.0,2.147483647E8,1,7.331
6314,14192,100,1271,2019-12-10 19:06:54.0,1.0,26.3,1,7.331
6314,14195,100,72,2019-12-10 19:10:41.0,0.0,2.147483647E8,1,7.331
6314,14204,100,72,2019-12-10 19:14:31.0,0.0,2.147483647E8,1,7.331
6314,14214,100,1271,2019-12-10 19:23:17.0,0.0,2.147483647E8,1,7.331
6314,14221,100,1271,2019-12-10 19:29:38.0,0.0,2.147483647E8,2,7.331
6314,14222,100,1457,2019-12-10 19:30:09.0,11.0,3.2,2,10.065
6314,14227,100,258,2019-12-10 19:32:36.0,7.0,5.1,1,10.065
6314,14236,100,1271,2019-12-10 19:38:25.0,0.0,2.147483647E8,1,7.331
6314,14236,100,71,2019-12-10 19:38:25.0,0.0,2.147483647E8,6,41.43600000000001
6314,14236,100,236,2019-12-10 19:38:25.0,103.0,1.0,1,29.807
6314,14238,100,1271,2019-12-10 19:44:54.0,3.0,8.7,1,7.331
6314,14245,100,72,2019-12-10 19:47:03.0,0.0,2.147483647E8,1,7.331
6314,14249,100,72,2019-12-10 19:50:10.0,2.0,13.1,1,7.331
6314,14271,100,257,2019-12-10 19:56:28.0,0.0,2.147483647E8,1,15.399
6314,14334,100,258,2019-12-11 07:56:06.0,11.0,3.2,1,10.065
6314,14343,100,72,2019-12-11 08:00:58.0,0.0,2.147483647E8,1,7.331
6314,14351,100,1457,2019-12-11 19:29:37.0,0.0,2.147483647E8,1,10.065
6314,14392,100,257,2019-12-12 07:55:31.0,2.0,27.7,1,15.399
6314,14411,100,72,2019-12-12 08:09:11.0,11.0,2.3,1,7.331
6314,14414,100,1270,2019-12-12 08:12:14.0,4.0,37.2,11,41.43600000000001
6314,14414,100,72,2019-12-12 08:12:18.0,1.0,26.3,2,7.331
6314,14433,100,72,2019-12-12 08:20:31.0,0.0,2.147483647E8,2,7.331
6314,14434,100,1271,2019-12-12 08:22:38.0,0.0,2.147483647E8,2,7.331
6314,14457,100,257,2019-12-12 08:35:49.0,0.0,2.147483647E8,3,15.399
6314,14501,100,239,2019-12-12 08:50:02.0,0.0,2.147483647E8,1,30.636
6314,14502,100,239,2019-12-12 08:51:11.0,0.0,2.147483647E8,2,30.636
6314,14505,100,1271,2019-12-12 08:54:21.0,1.0,26.3,2,7.331
6314,14527,100,236,2019-12-12 09:06:48.0,0.0,2.147483647E8,2,29.807
6314,14533,100,257,2019-12-12 09:14:48.0,0.0,2.147483647E8,1,15.399
6314,14535,100,257,2019-12-12 09:15:04.0,0.0,2.147483647E8,3,15.399
6314,14541,100,239,2019-12-12 09:17:59.0,33.0,3.3,1,30.636
6314,14543,100,239,2019-12-12 09:22:20.0,0.0,2.147483647E8,1,30.636
6314,14552,100,72,2019-12-12 09:27:21.0,0.0,2.147483647E8,1,7.331
6314,14555,100,1456,2019-12-12 09:31:36.0,5.0,11.0,0,15.399
6314,14555,100,258,2019-12-12 09:31:41.0,0.0,2.147483647E8,0,10.065
6314,14580,100,1271,2019-12-12 09:54:13.0,0.0,2.147483647E8,1,7.331
6314,14600,100,236,2019-12-12 10:02:16.0,0.0,2.147483647E8,1,29.807
6314,14629,100,257,2019-12-12 10:14:38.0,0.0,2.147483647E8,1,15.399
6314,14649,100,72,2019-12-12 10:21:06.0,4.0,6.5,2,7.331
6314,14665,100,1271,2019-12-12 10:33:37.0,25.0,1.0,1,7.331
6314,14669,100,72,2019-12-12 10:40:22.0,0.0,2.147483647E8,1,7.331
6314,14680,100,257,2019-12-12 10:43:52.0,0.0,2.147483647E8,1,15.399
6314,14698,100,257,2019-12-12 10:56:31.0,0.0,2.147483647E8,2,15.399
6314,14701,100,257,2019-12-12 11:01:47.0,0.0,2.147483647E8,3,15.399
6314,14704,100,239,2019-12-12 11:07:57.0,31.0,3.5,2,30.636
6314,14712,100,72,2019-12-12 11:14:58.0,0.0,2.147483647E8,2,7.331
6314,14736,100,72,2019-12-12 11:23:07.0,0.0,2.147483647E8,1,7.331
6314,14739,100,72,2019-12-12 11:23:56.0,0.0,2.147483647E8,1,7.331
6314,14749,100,1271,2019-12-12 11:35:40.0,0.0,2.147483647E8,2,7.331
6314,14755,100,1271,2019-12-12 11:36:56.0,1.0,26.3,1,7.331
